rank,accuracy,error,rep,fold,K,condition,reconstruction
0.6694888888888892,0.016666666666666666,0.2947777777777777,16,0,10,word,all_archetypes
0.6639111111111112,0.023333333333333334,0.320111111111111,16,1,10,word,all_archetypes
0.6973777777777781,0.043333333333333335,0.2762666666666667,17,0,10,word,all_archetypes
0.6996777777777778,0.03333333333333333,0.32702222222222216,17,1,10,word,all_archetypes
0.6953777777777778,0.02666666666666667,0.3222777777777777,18,0,10,word,all_archetypes
0.6951111111111111,0.013333333333333334,0.2853333333333331,18,1,10,word,all_archetypes
0.6971222222222226,0.04666666666666667,0.3374111111111109,19,0,10,word,all_archetypes
0.7014111111111113,0.023333333333333334,0.2886333333333334,19,1,10,word,all_archetypes
0.7078333333333332,0.023333333333333334,0.28931111111111124,20,0,10,word,all_archetypes
0.706955555555556,0.02666666666666667,0.3213,20,1,10,word,all_archetypes
0.6526000000000001,0.03666666666666667,0.309488888888889,21,0,10,word,all_archetypes
0.6508888888888891,0.03666666666666667,0.302811111111111,21,1,10,word,all_archetypes
0.6948666666666665,0.03666666666666667,0.2894999999999997,22,0,10,word,all_archetypes
0.6922111111111109,0.04666666666666667,0.278611111111111,22,1,10,word,all_archetypes
0.6888666666666663,0.01,0.31613333333333327,23,0,10,word,all_archetypes
0.6957888888888887,0.023333333333333334,0.3199999999999998,23,1,10,word,all_archetypes
0.6720555555555559,0.023333333333333334,0.3090222222222221,24,0,10,word,all_archetypes
0.6733555555555562,0.03333333333333333,0.3299666666666669,24,1,10,word,all_archetypes
0.6873444444444444,0.03333333333333333,0.30966666666666637,25,0,10,word,all_archetypes
0.685111111111111,0.02,0.2837888888888888,25,1,10,word,all_archetypes
0.7075888888888894,0.03333333333333333,0.28067777777777786,26,0,10,word,all_archetypes
0.7016333333333332,0.03,0.3137777777777777,26,1,10,word,all_archetypes
0.6699222222222224,0.03,0.29229999999999984,27,0,10,word,all_archetypes
0.6652000000000002,0.04666666666666667,0.2716999999999997,27,1,10,word,all_archetypes
0.6981666666666666,0.016666666666666666,0.318922222222222,28,0,10,word,all_archetypes
0.6998333333333332,0.03,0.3304333333333331,28,1,10,word,all_archetypes
0.7066888888888883,0.04,0.29022222222222194,29,0,10,word,all_archetypes
0.7084666666666667,0.03666666666666667,0.28122222222222215,29,1,10,word,all_archetypes
0.6757333333333332,0.03333333333333333,0.28211111111111103,30,0,10,word,all_archetypes
0.6727888888888888,0.03333333333333333,0.32939999999999986,30,1,10,word,all_archetypes
0.705822222222223,0.043333333333333335,0.28077777777777774,31,0,10,word,all_archetypes
